function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,100,1.000,9.093,3164160.000,nan,3,0,8868940,env,140,1.000,12.513,12562432.000,nan,3,0,8815578,eat-memory,80,0.376,271.071,282400085.333,nan,1,1,8624656718,56.867,367.880,6089910272.000,6302275584.000,34.151,34.995,nan,nan,70,1
shasum,100,1.000,8.485,3639978.667,nan,3,0,8622026,env,140,1.000,12.244,12649072.152,nan,3,0,8409669,eat-memory,80,0.413,238.489,275060681.387,nan,2,1,8005974237,61.267,377.960,6316900352.000,6451733708.800,35.060,35.596,nan,nan,60,1
shasum,100,1.000,8.883,11520409.600,nan,2,0,8905998,env,140,1.000,11.999,12625920.000,nan,2,0,8756775,eat-memory,80,0.393,283.139,343434990.933,nan,1,1,8480947082,65.267,358.787,6370654208.000,6524538470.400,35.288,35.899,nan,nan,20,1
shasum,100,1.000,12.572,11775829.333,nan,2,0,5147076,env,160,1.000,19.440,12758528.000,nan,2,0,4670642,eat-memory,0,1.000,0.076,84774912.000,nan,1,0,0,60.067,136.833,6369452032.000,6328957952.000,35.281,35.119,nan,nan,30,0
shasum,100,1.000,11.831,11736746.667,nan,2,0,5145972,env,160,1.000,18.710,12538538.667,nan,2,0,4668112,eat-memory,0,1.000,0.679,81610752.000,nan,1,0,0,60.933,134.317,6231060480.000,6212581888.000,34.729,34.655,nan,nan,30,0
shasum,100,1.000,10.778,11691520.000,nan,2,0,5014882,env,160,1.000,17.390,12587008.000,nan,2,0,4605702,eat-memory,0,1.000,0.086,59506688.000,nan,1,0,0,62.267,131.667,6175750144.000,6169748992.000,34.512,34.488,nan,nan,30,0
shasum,100,1.000,9.534,11739062.857,nan,2,0,5439574,env,160,1.000,15.213,12766500.571,nan,2,0,4995016,eat-memory,20,1.000,66.370,102939823.543,nan,2,0,1087509932,60.133,194.933,6113132544.000,6144774656.000,34.264,34.390,nan,nan,25,0
shasum,100,1.000,10.264,11718485.333,nan,2,0,5474795,env,160,1.000,15.816,12624213.333,nan,2,0,4970180,eat-memory,20,1.000,68.501,97231018.667,nan,1,0,1090241469,65.200,189.033,6114912256.000,6147932160.000,34.276,34.406,nan,nan,30,0
shasum,100,1.000,10.406,11756885.333,nan,2,0,5521358,env,160,1.000,15.808,12677193.143,nan,2,0,5040946,eat-memory,20,1.000,61.235,89563818.667,nan,2,0,1089569413,59.867,192.417,6053251072.000,6084170240.000,34.022,34.145,nan,nan,70,0
shasum,100,1.000,9.065,11790336.000,nan,2,0,6525798,env,160,1.000,13.886,12387157.333,nan,2,0,6212822,eat-memory,40,1.000,132.063,3937166.222,nan,1,0,1096827380,60.333,234.333,6100752384.000,6172798464.000,34.222,34.507,nan,nan,30,0
shasum,100,1.000,9.083,11857510.400,nan,2,0,6518220,env,160,1.000,14.330,12655201.524,nan,2,0,6230455,eat-memory,40,1.000,137.602,150974190.933,nan,2,0,1096248906,56.800,249.100,6072485888.000,6161611264.000,34.102,34.456,nan,nan,70,0
shasum,100,1.000,9.035,11849898.667,nan,2,0,6363024,env,160,1.000,13.958,12492117.333,nan,2,0,5994910,eat-memory,40,1.000,132.463,151134549.333,nan,1,0,1094213061,61.067,233.833,6119702528.000,6200256512.000,34.300,34.618,nan,nan,30,0
shasum,100,1.000,8.495,11688643.048,nan,1,0,8324663,env,160,1.000,12.471,3682474.667,nan,2,0,8156382,eat-memory,60,1.000,189.919,3765248.000,nan,2,0,1213035599,62.800,315.583,6182262784.000,6307798016.000,34.558,35.054,nan,nan,25,0
shasum,100,1.000,8.454,11670698.667,nan,2,0,8295806,env,160,1.000,12.822,12536149.333,nan,2,0,8005654,eat-memory,60,1.000,198.939,210038101.333,nan,2,0,1237808658,62.000,293.200,6179094528.000,6297758208.000,34.540,35.009,nan,nan,30,0
shasum,100,1.000,7.197,11812522.667,nan,2,0,8182635,env,160,1.000,12.243,12552357.790,nan,2,0,8343801,eat-memory,60,1.000,195.219,202701897.143,nan,1,0,1258350726,62.600,319.900,6182506496.000,6286630912.000,34.555,34.967,nan,nan,25,0
shasum,100,1.000,9.153,11704320.000,nan,3,0,9019064,env,160,1.000,13.582,12613768.533,nan,3,0,9003967,eat-memory,80,0.320,255.765,3440640.000,nan,1,1,9207598938,62.800,362.920,6122731520.000,6341625856.000,34.317,35.184,nan,nan,30,1
shasum,100,1.000,9.288,11580484.267,nan,3,0,8444780,env,160,1.000,13.769,12537992.533,nan,3,0,8400032,eat-memory,80,0.373,269.338,311759803.733,nan,1,1,8783381158,59.733,369.453,6283423744.000,6419947520.000,34.948,35.490,nan,nan,60,1
shasum,100,1.000,8.651,11615436.800,nan,3,0,8480238,env,160,1.000,13.449,12605166.933,nan,3,0,8495115,eat-memory,80,0.385,269.320,305777049.600,nan,1,1,8555595823,57.067,370.080,6296696832.000,6441224601.600,35.001,35.576,nan,nan,60,1
shasum,100,1.000,10.743,11792384.000,nan,1,0,5085324,env,180,1.000,19.086,12648277.333,nan,1,0,4578958,eat-memory,0,1.000,0.083,85790720.000,nan,1,0,0,62.400,127.550,6346651648.000,6279398912.000,35.203,34.936,nan,nan,65,0
shasum,100,1.000,11.416,11904804.571,nan,2,0,4996960,env,180,1.000,21.288,12696917.333,nan,2,0,4507225,eat-memory,0,1.000,0.091,51421184.000,nan,1,0,0,57.867,137.317,6158008320.000,6161433600.000,34.455,34.469,nan,nan,70,0
shasum,100,1.000,11.759,11734016.000,nan,2,0,5126591,env,180,1.000,19.597,12693845.333,nan,2,0,4613916,eat-memory,0,1.000,0.459,48445440.000,nan,1,0,0,59.933,138.000,6176065536.000,6174046720.000,34.534,34.525,nan,nan,30,0
shasum,100,1.000,9.711,11706197.333,nan,2,0,5453145,env,180,1.000,16.702,12541952.000,nan,2,0,4972810,eat-memory,20,1.000,66.280,96178517.333,nan,1,0,1089161401,58.800,182.067,6174414848.000,6212775936.000,34.529,34.681,nan,nan,30,0
shasum,100,1.000,10.642,11680085.333,nan,2,0,5393398,env,180,1.000,18.180,3739648.000,nan,2,0,4847359,eat-memory,20,1.000,72.634,96654165.333,nan,2,0,1088727859,57.800,190.533,6117310464.000,6154267136.000,34.296,34.444,nan,nan,70,0
shasum,100,1.000,9.966,11723366.400,nan,2,0,5306183,env,180,1.000,16.638,12576085.333,nan,2,0,4775245,eat-memory,20,1.000,64.618,96723626.667,nan,1,0,1088675207,63.067,184.217,6153426944.000,6184439808.000,34.453,34.575,nan,nan,30,0
shasum,100,1.000,9.520,11731456.000,nan,2,0,6331868,env,180,1.000,16.526,12631893.333,nan,2,0,6056273,eat-memory,40,1.000,140.714,150180010.667,nan,2,0,1097573062,55.933,243.283,6127589376.000,6206567936.000,34.343,34.657,nan,nan,70,0
shasum,100,1.000,8.610,11558229.333,nan,2,0,6407738,env,180,1.000,14.655,12432384.000,nan,2,0,6139629,eat-memory,40,1.000,128.496,144977408.000,nan,1,0,1098414988,62.467,232.067,6199181312.000,6272314880.000,34.604,34.893,nan,nan,30,0
shasum,100,1.000,9.487,11599189.333,nan,2,0,6469150,env,180,1.000,16.509,12628821.333,nan,2,0,6095297,eat-memory,40,1.000,138.456,151671637.333,nan,2,0,1099126043,59.267,245.900,6150469632.000,6224316416.000,34.402,34.696,nan,nan,70,0
shasum,100,1.000,7.870,11649877.333,nan,1,0,8486211,env,180,1.000,13.008,12675072.000,nan,2,0,8462902,eat-memory,60,1.000,198.259,217254912.000,nan,1,0,1787725457,62.733,289.433,6181599232.000,6319169536.000,34.538,35.082,nan,nan,30,0
shasum,100,1.000,8.677,11626837.333,nan,2,0,8562366,env,180,1.000,14.162,12454058.667,nan,2,0,8889996,eat-memory,60,1.000,214.250,220141056.000,nan,2,0,1484014774,57.333,302.083,6200657920.000,6335291392.000,34.600,35.135,nan,nan,70,0
shasum,100,1.000,8.109,11570541.714,nan,2,0,8445347,env,180,1.000,14.553,12599198.476,nan,2,0,8718969,eat-memory,60,1.000,197.885,206331323.733,nan,2,0,1875131869,62.133,325.717,6227089408.000,6353660928.000,34.717,35.217,nan,nan,25,0
shasum,100,1.000,9.164,11636736.000,nan,2,0,8694469,env,180,1.000,14.311,12735829.333,nan,2,0,8687463,eat-memory,80,0.337,251.888,283773883.733,nan,1,1,9124101683,61.600,357.733,6234738688.000,6438234112.000,34.746,35.552,nan,nan,30,1
shasum,100,1.000,9.509,3366912.000,nan,3,0,8656261,env,180,1.000,14.994,12559837.867,nan,3,0,8723837,eat-memory,80,0.302,264.222,303601527.467,nan,1,1,9306599371,63.467,370.693,6388281344.000,6534845235.200,35.360,35.938,nan,nan,30,1
shasum,100,1.000,9.437,4113749.333,nan,2,0,8673128,env,180,1.000,14.326,12672263.314,nan,2,0,8723691,eat-memory,80,0.294,226.676,278799073.280,nan,1,1,9651270144,60.267,375.373,6344302592.000,6484723712.000,35.177,35.735,nan,nan,60,1
shasum,100,1.000,10.451,11669845.333,nan,1,0,4865710,env,200,1.000,19.776,12638037.333,nan,1,0,4398119,eat-memory,0,1.000,40.028,130346496.000,nan,1,0,0,59.667,133.133,6383607808.000,6355597312.000,35.344,35.232,nan,nan,20,0
shasum,100,1.000,10.411,11743675.733,nan,2,0,5276750,env,200,1.000,21.207,12675072.000,nan,2,0,4655310,eat-memory,0,1.000,0.679,88274602.667,nan,1,0,0,62.467,146.500,6275375104.000,6234735104.000,34.914,34.751,nan,nan,40,0
shasum,100,1.000,11.840,11740842.667,nan,2,0,4995468,env,200,1.000,22.432,12696405.333,nan,2,0,4431632,eat-memory,0,1.000,0.088,61173760.000,nan,1,0,0,63.933,143.250,6191022080.000,6189014528.000,34.582,34.574,nan,nan,30,0
shasum,100,1.000,9.920,11685034.667,nan,2,0,5407935,env,200,1.000,18.899,12638890.667,nan,2,0,5035501,eat-memory,20,1.000,69.034,111498752.000,nan,1,0,1093326057,63.000,193.117,6187409408.000,6228888064.000,34.569,34.733,nan,nan,30,0
shasum,100,1.000,10.352,11666261.333,nan,2,0,5438953,env,200,1.000,19.444,12614280.533,nan,2,0,5139625,eat-memory,20,1.000,74.156,3502080.000,nan,2,0,1093535975,55.467,199.867,6079741952.000,6130632704.000,34.135,34.338,nan,nan,70,0
shasum,100,1.000,10.101,11746816.000,nan,2,0,5648742,env,200,1.000,18.245,2998272.000,nan,2,0,5106424,eat-memory,20,1.000,70.501,4005319.111,nan,1,0,1095106332,60.933,194.117,6178603008.000,6223469568.000,34.540,34.716,nan,nan,30,0
shasum,100,1.000,8.737,11717461.333,nan,2,0,6577158,env,200,1.000,18.346,3672064.000,nan,2,0,6450394,eat-memory,40,1.000,127.074,143944586.971,nan,2,0,1101050768,59.467,254.583,6155476992.000,6237523456.000,34.440,34.766,nan,nan,70,0
shasum,100,1.000,9.077,11718485.333,nan,2,0,6561042,env,200,1.000,16.855,12719445.333,nan,2,0,6342802,eat-memory,40,1.000,135.205,150938794.667,nan,1,0,1106872393,64.933,247.983,6180630528.000,6258982400.000,34.552,34.861,nan,nan,30,0
shasum,100,1.000,8.320,11735210.667,nan,2,0,6380349,env,200,1.000,15.679,12620561.067,nan,2,0,5982779,eat-memory,40,1.000,122.957,136090112.000,nan,2,0,1101564641,59.867,260.433,6166501376.000,6244829696.000,34.486,34.797,nan,nan,70,0
shasum,100,1.000,9.014,11882837.333,nan,2,0,8877965,env,200,1.000,16.332,12744874.667,nan,2,0,9239056,eat-memory,60,0.991,206.290,219480746.667,nan,2,0,3195281183,63.667,308.267,6207780864.000,6334634496.000,34.661,35.162,nan,nan,30,0
shasum,100,1.000,8.528,11614890.667,nan,2,0,8541606,env,200,1.000,14.635,12623872.000,nan,2,0,8583719,eat-memory,60,1.000,207.490,217551189.333,nan,2,0,2072916115,61.333,299.517,6241093632.000,6364836352.000,34.780,35.272,nan,nan,70,0
shasum,100,1.000,9.095,11605674.667,nan,2,0,9448284,env,200,1.000,16.630,12710741.333,nan,1,0,10314136,eat-memory,60,1.000,214.526,227081557.333,nan,2,0,2931926174,56.333,312.967,6214164480.000,6375417856.000,34.673,35.314,nan,nan,70,0
shasum,100,1.000,8.724,11605060.267,nan,2,0,8828182,env,200,1.000,15.642,12553467.611,nan,2,0,8865405,eat-memory,80,0.286,273.379,304501067.581,nan,1,1,10484032023,62.000,377.893,6336393216.000,6539622400.000,35.168,35.974,nan,nan,25,1
shasum,100,1.000,8.623,11664861.867,nan,2,0,8666171,env,200,1.000,16.435,12607351.467,nan,2,0,8858814,eat-memory,80,0.213,291.060,321677791.817,nan,1,1,11274761471,64.667,379.400,6512619520.000,6643280281.600,35.876,36.394,nan,nan,15,1
shasum,100,1.000,8.629,11585770.057,nan,2,0,8193646,env,200,1.000,15.044,3532800.000,nan,2,0,8644905,eat-memory,80,0.293,275.531,322416164.084,nan,1,1,9819123104,63.267,378.280,6542432256.000,6639254323.200,35.999,36.380,nan,nan,15,1
shasum,120,1.000,18.408,11820032.000,nan,1,0,6008125,env,0,1.000,0.129,3777467.733,nan,1,0,0,eat-memory,0,1.000,34.323,126689450.667,nan,1,0,0,61.333,109.433,6393075712.000,6368729088.000,35.401,35.303,nan,nan,20,0
shasum,120,1.000,17.866,11773337.600,nan,2,0,5930540,env,0,1.000,0.105,12319948.800,nan,1,0,0,eat-memory,0,1.000,0.106,86498986.667,nan,1,0,0,62.200,118.883,6303782912.000,6258888192.000,35.040,34.861,nan,nan,25,0
shasum,120,1.000,20.158,11885909.333,nan,2,0,6988748,env,0,1.000,0.093,12222464.000,nan,1,0,0,eat-memory,0,1.000,0.097,65060864.000,nan,1,0,0,61.267,115.500,6093742080.000,6102746112.000,34.206,34.242,nan,nan,30,0
shasum,120,1.000,15.842,12136448.000,nan,2,0,5734219,env,0,1.000,0.100,10420224.000,nan,1,0,0,eat-memory,20,1.000,69.829,117241514.667,nan,1,0,1082588231,59.667,164.517,6127904768.000,6167451136.000,34.343,34.500,nan,nan,30,0
shasum,120,1.000,15.620,12107229.867,nan,2,0,5742536,env,0,1.000,0.084,10062506.667,nan,1,0,0,eat-memory,20,1.000,57.106,3979946.667,nan,2,0,1082458782,65.400,176.683,6077388800.000,6102268928.000,34.149,34.244,nan,nan,40,0
shasum,120,1.000,15.902,12173653.333,nan,2,0,5653818,env,0,1.000,0.081,9829717.333,nan,1,0,0,eat-memory,20,1.000,70.859,4140168.533,nan,1,0,1082493048,64.800,170.283,6113220608.000,6124034560.000,34.298,34.338,nan,nan,30,0
shasum,120,1.000,14.313,12066304.000,nan,2,0,6587012,env,0,1.000,0.076,9860378.819,nan,1,0,0,eat-memory,40,1.000,130.359,3108864.000,nan,2,0,1086177832,63.133,229.317,6075435008.000,6158111232.000,34.146,34.473,nan,nan,25,0
shasum,120,1.000,13.416,11997184.000,nan,2,0,6503532,env,0,1.000,0.080,9850880.000,nan,1,0,0,eat-memory,40,1.000,133.793,3726108.444,nan,1,0,1085223546,63.867,216.100,6090608640.000,6163349504.000,34.204,34.491,nan,nan,30,0
shasum,120,1.000,13.759,12151315.505,nan,2,0,6542529,env,0,1.000,0.079,9898154.667,nan,1,0,0,eat-memory,40,1.000,124.513,3825152.000,nan,2,0,1087284665,65.000,234.767,6102179840.000,6180985344.000,34.255,34.567,nan,nan,25,0
shasum,120,1.000,11.429,12234069.333,nan,2,0,7850275,env,0,1.000,0.071,9672362.667,nan,1,0,0,eat-memory,60,1.000,195.890,202985472.000,nan,1,0,1094836089,60.200,261.450,6106515456.000,6215095808.000,34.267,34.696,nan,nan,45,0
shasum,120,1.000,12.105,12086340.267,nan,2,0,8373300,env,0,1.000,0.082,9634884.267,nan,1,0,0,eat-memory,60,1.000,199.207,187609463.467,nan,2,0,1150658072,61.800,291.300,6129373184.000,6207372800.000,34.359,34.667,nan,nan,40,0
shasum,120,1.000,11.509,11913728.000,nan,2,0,7832240,env,0,1.000,0.075,9551872.000,nan,1,0,0,eat-memory,60,1.000,194.758,203334314.667,nan,1,0,1095288150,59.000,263.967,6046216192.000,6165190144.000,33.992,34.464,nan,nan,45,0
shasum,120,1.000,10.150,12129621.333,nan,2,0,9841411,env,0,1.000,0.073,9625429.333,nan,1,0,0,eat-memory,80,0.733,210.891,216472507.733,nan,2,1,4756822559,62.600,323.450,6124158976.000,6296564224.000,34.308,34.991,nan,nan,40,1
shasum,120,1.000,9.820,12110301.867,nan,2,0,9744389,env,0,1.000,0.065,9657738.971,nan,1,0,0,eat-memory,80,0.685,271.677,278556974.324,nan,2,1,5287041680,61.133,323.650,6259585024.000,6401788416.000,34.849,35.412,nan,nan,20,1
shasum,120,1.000,11.516,12200852.724,nan,3,0,9613996,env,0,1.000,0.065,9648810.667,nan,1,0,0,eat-memory,80,0.668,281.978,3385344.000,nan,2,1,5335192695,61.933,372.427,6254258176.000,6416153804.800,34.823,35.463,nan,nan,50,1
shasum,120,1.000,19.541,12312234.667,nan,2,0,5875826,env,20,1.000,3.608,3215360.000,nan,2,0,6709331,eat-memory,0,1.000,24.300,3637248.000,nan,1,0,0,61.667,123.767,6244227072.000,6229638144.000,34.783,34.725,nan,nan,20,0
shasum,120,1.000,18.627,2871296.000,nan,2,0,5883844,env,20,1.000,3.574,3736814.933,nan,2,0,6890960,eat-memory,0,1.000,0.095,69668864.000,nan,1,0,0,63.133,122.300,6205063168.000,6182947328.000,34.628,34.539,nan,nan,30,0
shasum,120,1.000,17.537,7618355.200,nan,1,0,5862547,env,20,1.000,3.252,12543658.667,nan,1,0,6133123,eat-memory,0,1.000,0.377,52209664.000,nan,1,0,0,62.267,115.650,6075277312.000,6083200512.000,34.111,34.141,nan,nan,30,0
shasum,120,1.000,16.084,3870549.333,nan,2,0,5641273,env,20,1.000,2.863,12458120.533,nan,2,0,5935983,eat-memory,20,1.000,68.162,100697873.067,nan,2,0,1081465578,62.600,180.117,6158544896.000,6191141888.000,34.442,34.569,nan,nan,40,0
shasum,120,1.000,14.674,12354730.667,nan,2,0,5662685,env,20,1.000,2.619,12570794.667,nan,1,0,6168836,eat-memory,20,1.000,67.738,94913365.333,nan,1,0,1082593107,58.000,164.917,6144698368.000,6184964096.000,34.381,34.541,nan,nan,75,0
shasum,120,1.000,16.236,12223414.857,nan,2,0,5579457,env,20,1.000,2.627,12499797.333,nan,2,0,6658346,eat-memory,20,1.000,75.407,94183936.000,nan,2,0,1084158217,58.600,174.700,6160523264.000,6170847744.000,34.445,34.487,nan,nan,70,0
shasum,120,1.000,13.205,12166826.667,nan,2,0,6354226,env,20,1.000,2.130,12489216.000,nan,1,0,6657083,eat-memory,40,1.000,131.522,148466517.333,nan,1,0,1083422540,59.867,210.867,6136047616.000,6221456896.000,34.349,34.688,nan,nan,75,0
shasum,120,1.000,14.377,12304067.048,nan,2,0,7061068,env,20,1.000,2.459,12618240.000,nan,2,0,7210452,eat-memory,40,1.000,136.858,135914886.095,nan,2,0,1088941178,59.400,229.783,6142810112.000,6224005632.000,34.376,34.700,nan,nan,70,0
shasum,120,1.000,13.172,12178090.667,nan,2,0,6876749,env,20,1.000,2.348,12441088.000,nan,1,0,7087258,eat-memory,40,1.000,132.291,148871850.667,nan,1,0,1089389966,64.467,219.950,6148841472.000,6218766336.000,34.413,34.689,nan,nan,30,0
shasum,120,1.000,11.366,12074739.810,nan,2,0,8218674,env,20,1.000,2.086,12641962.667,nan,2,0,7771988,eat-memory,60,1.000,209.961,202150570.667,nan,2,0,1127295521,58.667,282.550,6097879040.000,6219025920.000,34.203,34.684,nan,nan,70,0
shasum,120,1.000,11.146,12054357.333,nan,2,0,8309189,env,20,1.000,1.955,12584960.000,nan,1,0,7287392,eat-memory,60,1.000,197.283,204609024.000,nan,1,0,1122264581,65.333,273.850,6153451520.000,6226334720.000,34.434,34.721,nan,nan,30,0
shasum,120,1.000,10.154,12252330.667,nan,2,0,7942048,env,20,1.000,1.835,12316330.667,nan,2,0,7641886,eat-memory,60,1.000,179.482,186278497.524,nan,2,0,1098750959,58.333,282.083,6050680832.000,6169208832.000,34.017,34.488,nan,nan,70,0
shasum,120,1.000,10.249,12268714.667,nan,3,0,9616788,env,20,1.000,1.765,3983360.000,nan,2,0,9028594,eat-memory,80,0.710,228.934,244783104.000,nan,2,1,4853955321,58.600,292.400,6068992000.000,6237806080.000,34.091,34.761,nan,nan,75,1
shasum,120,1.000,10.789,12182732.800,nan,1,0,9520982,env,20,1.000,1.994,3594717.867,nan,2,0,8468149,eat-memory,80,0.640,298.712,345877845.333,nan,1,1,5545120178,65.333,351.960,6281709568.000,6441846374.400,34.955,35.587,nan,nan,20,1
shasum,120,1.000,11.206,12062528.853,nan,3,0,9774728,env,20,1.000,1.964,3706538.667,nan,2,0,9034499,eat-memory,80,0.598,274.490,300578593.646,nan,2,1,6027194898,65.467,380.320,6284169216.000,6428815769.600,34.961,35.532,nan,nan,30,1
shasum,120,1.000,18.896,12173482.667,nan,2,0,5775825,env,40,1.000,6.528,12586154.667,nan,2,0,5899376,eat-memory,0,1.000,0.085,76254549.333,nan,1,0,0,63.800,125.400,6201726976.000,6164047872.000,34.629,34.480,nan,nan,65,0
shasum,120,1.000,17.571,12152456.533,nan,2,0,5859889,env,40,1.000,6.201,12482389.333,nan,2,0,6055090,eat-memory,0,1.000,0.769,52711765.333,nan,1,0,0,64.000,124.317,6131257344.000,6131932160.000,34.358,34.358,nan,nan,45,0
shasum,120,1.000,15.432,12224170.667,nan,1,0,5801871,env,40,1.000,6.021,12503552.000,nan,1,0,6230112,eat-memory,0,1.000,0.103,51056640.000,nan,1,0,0,63.533,119.333,6160508928.000,6148943360.000,34.477,34.430,nan,nan,30,0
shasum,120,1.000,15.703,12040362.667,nan,2,0,5649390,env,40,1.000,5.055,12501747.810,nan,2,0,5822031,eat-memory,20,1.000,73.084,95698602.667,nan,2,0,1083757910,63.533,180.150,6120523776.000,6153671680.000,34.316,34.446,nan,nan,40,0
shasum,120,1.000,14.198,12221440.000,nan,2,0,5560310,env,40,1.000,4.951,12544512.000,nan,2,0,5725869,eat-memory,20,1.000,67.734,96233130.667,nan,1,0,1084336127,65.200,172.783,6140590080.000,6174783488.000,34.400,34.534,nan,nan,30,0
shasum,120,1.000,16.198,3487744.000,nan,2,0,5876703,env,40,1.000,5.695,12514816.000,nan,2,0,6356851,eat-memory,20,1.000,73.956,95094784.000,nan,2,0,1084703786,59.467,177.033,6107527168.000,6147925504.000,34.263,34.423,nan,nan,70,0
shasum,120,1.000,12.330,12078592.000,nan,2,0,6374503,env,40,1.000,4.234,12467882.667,nan,1,0,6351764,eat-memory,40,1.000,127.279,148670464.000,nan,1,0,1086964734,64.933,218.150,6159792128.000,6228571136.000,34.480,34.752,nan,nan,30,0
shasum,120,1.000,13.781,12035584.000,nan,2,0,6508421,env,40,1.000,4.740,12509184.000,nan,2,0,6547185,eat-memory,40,1.000,145.206,148245845.333,nan,2,0,1090920388,61.867,234.883,6114738176.000,6195314176.000,34.293,34.614,nan,nan,70,0
shasum,120,1.000,12.225,12011178.667,nan,1,0,7756477,env,40,1.000,4.069,12483072.000,nan,1,0,7948670,eat-memory,40,1.000,129.200,149386922.667,nan,1,0,1091413060,59.000,211.783,6118737920.000,6188782592.000,34.309,34.587,nan,nan,75,0
shasum,120,1.000,11.913,12146688.000,nan,2,0,8768843,env,40,1.000,3.990,3022848.000,nan,2,0,8143541,eat-memory,60,1.000,217.144,218634410.667,nan,2,0,1167494410,61.800,293.167,6155251712.000,6266214400.000,34.463,34.901,nan,nan,40,0
shasum,120,1.000,10.507,12060672.000,nan,2,0,8234932,env,40,1.000,3.628,3825664.000,nan,1,0,7596129,eat-memory,60,1.000,189.764,204423338.667,nan,1,0,1112319188,59.933,264.500,6126444544.000,6259082240.000,34.343,34.869,nan,nan,75,0
shasum,120,1.000,11.568,12057941.333,nan,2,0,8163665,env,40,1.000,4.060,12531200.000,nan,2,0,7908476,eat-memory,60,1.000,211.820,211741866.667,nan,2,0,1155777472,59.200,286.133,6155296768.000,6271986176.000,34.460,34.924,nan,nan,70,0
shasum,120,1.000,11.257,12164164.267,nan,3,0,10070747,env,40,1.000,3.976,12348211.200,nan,2,0,9067535,eat-memory,80,0.451,266.268,299356023.467,nan,1,1,7808292367,63.333,353.533,6189531136.000,6379061248.000,34.606,35.357,nan,nan,30,1
shasum,120,1.000,12.263,12244172.800,nan,3,0,10232466,env,40,1.000,4.258,12312166.400,nan,3,0,9810055,eat-memory,80,0.305,279.167,312547464.533,nan,1,1,9296751097,64.800,368.920,6335121408.000,6469575884.800,35.189,35.719,nan,nan,30,1
shasum,120,1.000,11.920,12154333.867,nan,3,0,9555077,env,40,1.000,4.149,3321173.333,nan,3,0,9518062,eat-memory,80,0.472,281.461,298040797.867,nan,1,1,7697738174,61.333,368.133,6279458816.000,6415549644.800,34.963,35.502,nan,nan,60,1
shasum,120,1.000,17.266,12297454.933,nan,2,0,5725847,env,60,1.000,8.071,3706880.000,nan,2,0,5987747,eat-memory,0,1.000,0.083,68313088.000,nan,1,0,0,63.067,132.583,6276876288.000,6218123776.000,34.952,34.717,nan,nan,60,0
shasum,120,1.000,17.761,3943936.000,nan,2,0,5569054,env,60,1.000,9.342,12682581.333,nan,2,0,5544527,eat-memory,0,1.000,1.500,56914432.000,nan,1,0,0,64.067,134.217,6154786816.000,6151360512.000,34.470,34.457,nan,nan,30,0
shasum,120,1.000,17.399,12189184.000,nan,2,0,5762791,env,60,1.000,9.199,12527616.000,nan,2,0,5998514,eat-memory,0,1.000,0.090,44510890.667,nan,1,0,0,64.733,129.767,6164584448.000,6156807680.000,34.514,34.482,nan,nan,30,0
shasum,120,1.000,12.532,12197346.743,nan,1,0,5291458,env,60,1.000,6.883,12558165.333,nan,1,0,5348075,eat-memory,20,1.000,65.268,87207936.000,nan,1,0,1083482241,57.800,163.400,6136176640.000,6168811520.000,34.393,34.522,nan,nan,75,0
shasum,120,1.000,14.618,12132522.667,nan,2,0,5415626,env,60,1.000,7.333,12504746.667,nan,2,0,5352027,eat-memory,20,1.000,71.447,95575381.333,nan,2,0,1083826853,63.667,180.867,6161838080.000,6186664448.000,34.502,34.598,nan,nan,40,0
shasum,120,1.000,13.466,12314624.000,nan,1,0,5521026,env,60,1.000,6.912,12587008.000,nan,1,0,5504287,eat-memory,20,1.000,63.636,82106880.000,nan,1,0,1082285886,58.667,162.167,6141042688.000,6178787328.000,34.413,34.563,nan,nan,75,0
shasum,120,1.000,12.962,12392448.000,nan,2,0,6942900,env,60,1.000,6.458,12479146.667,nan,2,0,6714696,eat-memory,40,1.000,141.604,149558613.333,nan,2,0,1093465838,64.467,234.750,6141046784.000,6218047488.000,34.423,34.726,nan,nan,40,0
shasum,120,1.000,11.799,12211712.000,nan,1,0,6410463,env,60,1.000,5.972,12419857.067,nan,1,0,6267935,eat-memory,40,1.000,128.193,149131605.333,nan,1,0,1088913452,64.400,219.350,6175588352.000,6239838208.000,34.564,34.817,nan,nan,30,0
shasum,120,1.000,12.981,12003840.000,nan,2,0,6818756,env,60,1.000,6.686,12549290.667,nan,2,0,6803944,eat-memory,40,1.000,138.816,150353066.667,nan,2,0,1092151570,64.533,235.517,6155786240.000,6226165760.000,34.483,34.761,nan,nan,40,0
